date,price
2021-08-31,129.33
2021-09-01,126.55
2021-09-02,126.45
2021-09-03,126.89
2021-09-06,126.79
2021-09-07,123.49
2021-09-08,121.54
2021-09-09,120.16
2021-09-10,121.47
2021-09-13,120.13
2021-09-14,120.71
2021-09-15,121.49
2021-09-17,116.86
2021-09-20,113.09
2021-09-21,113.78
2021-09-22,115.0
2021-09-23,116.68
2021-09-24,114.9
2021-09-27,116.59
2021-09-28,114.36
2021-09-29,113.55
2021-09-30,115.82
2021-10-01,114.03
2021-10-04,113.15
2021-10-05,112.38
2021-10-06,111.98
2021-10-07,113.89
2021-10-08,113.87
2021-10-11,116.81
2021-10-12,116.87
2021-10-13,117.01
2021-10-14,120.38
2021-10-15,123.96
2021-10-18,124.31
2021-10-19,123.62
2021-10-20,123.59
2021-10-21,122.32
2021-10-22,120.2
2021-10-25,121.52
2021-10-26,121.35
2021-10-27,119.93
2021-10-28,116.65
2021-10-29,116.26
2021-11-01,115.98
2021-11-03,115.14
2021-11-04,114.12
2021-11-05,114.1
2021-11-08,118.5
2021-11-09,116.4
2021-11-10,114.71
2021-11-11,116.23
2021-11-12,114.91
2021-11-16,114.21
2021-11-17,113.46
2021-11-18,112.27
2021-11-19,112.85
2021-11-22,111.77
2021-11-23,114.78
2021-11-24,113.78
2021-11-25,112.48
2021-11-26,109.99
2021-11-29,115.17
2021-11-30,115.21
2021-12-01,115.59
2021-12-02,116.98
2021-12-03,115.08
2021-12-06,115.55
2021-12-07,116.99
2021-12-08,115.97
2021-12-09,115.49
2021-12-10,114.94
2021-12-13,112.87
2021-12-14,114.54
2021-12-15,113.55
2021-12-16,114.37
2021-12-17,115.29
2021-12-20,111.33
2021-12-21,114.65
2021-12-22,114.98
2021-12-23,116.32
2021-12-24,116.69
2021-12-27,117.84
2021-12-28,117.56
2021-12-29,115.31
2021-12-30,117.01
2021-12-31,117.06
2022-01-03,116.24
2022-01-04,115.23
2022-01-05,115.66
2022-01-06,115.13
2022-01-07,114.65
2022-01-10,112.98
2022-01-11,114.13
2022-01-12,118.59
2022-01-13,118.71
2022-01-14,118.24
2022-01-17,118.97
2022-01-18,117.95
2022-01-19,118.91
2022-01-20,116.31
2022-01-21,111.46
2022-01-24,108.37
2022-01-25,110.35
2022-01-26,110.46
2022-01-27,108.69
2022-01-28,109.88
2022-01-31,111.2
2022-02-01,112.37
2022-02-02,112.84
2022-02-03,109.65
2022-02-04,110.68
2022-02-08,111.8
2022-02-09,114.0
2022-02-10,114.34
2022-02-11,116.56
2022-02-14,115.6
2022-02-15,118.91
2022-02-16,119.81
2022-02-17,115.97
2022-02-18,114.74
2022-02-21,113.33
2022-02-22,114.54
2022-02-23,111.65
2022-02-24,113.54
2022-02-25,114.35
2022-02-28,116.48
2022-03-01,118.6
2022-03-02,120.01
2022-03-03,124.11
2022-03-04,123.21
2022-03-07,121.56
2022-03-08,124.25
2022-03-09,122.51
2022-03-10,121.72
2022-03-11,120.78
2022-03-14,116.51
2022-03-15,114.98
2022-03-16,115.27
2022-03-17,119.38
2022-03-18,123.22
2022-03-22,125.05
2022-03-23,123.96
2022-03-24,126.27
2022-03-25,123.54
2022-03-28,123.88
2022-03-29,125.03
2022-03-30,123.04
2022-03-31,125.6
2022-04-01,124.46
2022-04-04,125.15
2022-04-05,120.45
2022-04-06,116.88
2022-04-07,118.71
2022-04-08,116.66
2022-04-11,117.55
2022-04-12,113.01
2022-04-13,114.45
2022-04-18,114.02
2022-04-19,116.58
2022-04-20,113.6
2022-04-21,110.32
2022-04-22,106.95
2022-04-25,106.02
2022-04-26,104.77
2022-04-27,106.45
2022-04-28,107.35
2022-04-29,104.88
2022-05-02,105.41
2022-05-03,107.46
2022-05-04,108.11
2022-05-05,105.5
2022-05-06,104.33
2022-05-09,100.75
2022-05-10,99.26
2022-05-11,99.28
2022-05-12,98.6
2022-05-13,98.55
2022-05-16,100.8
2022-05-17,104.45
2022-05-18,102.72
2022-05-19,108.0
2022-05-20,109.23
2022-05-23,106.87
2022-05-24,105.23
2022-05-25,107.33
2022-05-26,106.58
2022-05-27,109.71
2022-05-30,110.26
2022-05-31,107.55
2022-06-01,106.62
2022-06-02,107.2
2022-06-03,106.34
2022-06-06,106.64
2022-06-07,107.97
2022-06-08,104.93
2022-06-09,101.37
2022-06-10,99.37
2022-06-13,99.6
2022-06-14,96.56
2022-06-15,95.95
2022-06-16,94.49
2022-06-17,97.9
