date,price
2021-08-17,93.23
2021-08-18,93.5
2021-08-19,92.6
2021-08-20,92.9
2021-08-23,93.91
2021-08-24,95.17
2021-08-25,95.71
2021-08-26,95.39
2021-08-27,97.14
2021-08-30,96.78
2021-08-31,97.54
2021-09-01,97.24
2021-09-02,97.07
2021-09-03,97.23
2021-09-06,98.49
2021-09-07,99.1
2021-09-08,98.9
2021-09-09,97.57
2021-09-10,97.54
2021-09-13,97.16
2021-09-14,97.07
2021-09-15,98.5
2021-09-17,98.25
2021-09-20,97.06
2021-09-21,97.77
2021-09-22,98.7
2021-09-23,99.9
2021-09-24,99.8
2021-09-27,99.99
2021-09-28,99.23
2021-09-29,99.14
2021-09-30,100.2
2021-10-01,100.6
2021-10-04,100.51
2021-10-05,101.25
2021-10-06,101.58
2021-10-07,102.04
2021-10-08,103.41
2021-10-11,103.91
2021-10-12,104.19
2021-10-13,103.38
2021-10-14,104.41
2021-10-15,105.21
2021-10-18,105.26
2021-10-19,104.75
2021-10-20,104.76
2021-10-21,105.29
2021-10-22,103.82
2021-10-25,102.71
2021-10-26,102.51
2021-10-27,101.91
2021-10-28,101.93
2021-10-29,103.43
2021-11-01,105.15
2021-11-03,106.22
2021-11-04,106.51
2021-11-05,106.97
2021-11-08,107.54
2021-11-09,108.65
2021-11-10,108.28
2021-11-11,107.73
2021-11-12,106.47
2021-11-16,104.78
2021-11-17,104.76
2021-11-18,103.86
2021-11-19,104.11
2021-11-22,103.98
2021-11-23,103.61
2021-11-24,103.4
2021-11-25,102.91
2021-11-26,99.51
2021-11-29,99.57
2021-11-30,98.76
2021-12-01,100.22
2021-12-02,101.75
2021-12-03,101.64
2021-12-06,102.06
2021-12-07,103.11
2021-12-08,103.15
2021-12-09,103.27
2021-12-10,103.18
2021-12-13,102.13
2021-12-14,102.93
2021-12-15,103.35
2021-12-16,102.58
2021-12-17,103.45
2021-12-20,101.37
2021-12-21,102.92
2021-12-22,104.04
2021-12-23,104.34
2021-12-24,104.72
2021-12-27,106.47
2021-12-28,106.43
2021-12-29,105.42
2021-12-30,106.7
2021-12-31,107.38
2022-01-03,107.53
2022-01-04,107.9
2022-01-05,107.56
2022-01-06,108.14
2022-01-07,107.63
2022-01-10,107.54
2022-01-11,107.14
2022-01-12,108.55
2022-01-13,108.46
2022-01-14,109.61
2022-01-17,108.79
2022-01-18,107.59
2022-01-19,106.15
2022-01-20,106.45
2022-01-21,105.14
2022-01-24,102.87
2022-01-25,103.57
2022-01-26,103.44
2022-01-27,102.94
2022-01-28,103.68
2022-01-31,106.53
2022-02-01,107.43
2022-02-02,108.32
2022-02-03,106.83
2022-02-04,106.79
2022-02-08,110.68
2022-02-09,112.37
2022-02-10,112.5
2022-02-11,112.57
2022-02-14,111.04
2022-02-15,112.85
2022-02-16,114.04
2022-02-17,113.96
2022-02-18,114.38
2022-02-21,112.64
2022-02-22,114.81
2022-02-23,111.02
2022-02-24,109.47
2022-02-25,110.96
2022-02-28,112.11
2022-03-01,110.0
2022-03-02,111.32
2022-03-03,109.01
2022-03-04,107.74
2022-03-07,102.45
2022-03-08,101.93
2022-03-09,105.12
2022-03-10,104.82
2022-03-11,103.94
2022-03-14,103.38
2022-03-15,105.3
2022-03-16,106.64
2022-03-17,106.72
2022-03-18,109.61
2022-03-22,111.72
2022-03-23,110.25
2022-03-24,111.71
2022-03-25,111.0
2022-03-28,111.44
2022-03-29,112.19
2022-03-30,112.3
2022-03-31,115.02
2022-04-01,115.9
2022-04-04,116.09
2022-04-05,115.56
2022-04-06,113.96
2022-04-07,112.69
2022-04-08,110.04
2022-04-11,109.36
2022-04-12,109.79
2022-04-13,111.07
2022-04-18,109.68
2022-04-19,112.18
2022-04-20,111.06
2022-04-21,109.96
2022-04-22,108.89
2022-04-25,107.71
2022-04-26,109.18
2022-04-27,110.28
2022-04-28,113.04
2022-04-29,110.46
2022-05-02,110.04
2022-05-03,108.09
2022-05-04,107.98
2022-05-05,106.22
2022-05-06,105.22
2022-05-09,102.71
2022-05-10,102.72
2022-05-11,102.28
2022-05-12,102.8
2022-05-13,103.86
2022-05-16,106.06
2022-05-17,109.69
2022-05-18,105.54
2022-05-19,107.09
2022-05-20,107.96
2022-05-23,108.77
2022-05-24,107.6
2022-05-25,107.0
2022-05-26,107.76
2022-05-27,109.03
2022-05-30,109.42
2022-05-31,109.75
2022-06-01,108.17
2022-06-02,107.29
2022-06-03,107.77
2022-06-06,107.16
2022-06-07,107.45
2022-06-08,107.45
2022-06-09,106.56
2022-06-10,104.26
2022-06-13,103.97
2022-06-14,105.25
2022-06-15,105.72
2022-06-16,101.3
2022-06-17,102.23
